,name,titles,gross_max,gross_min,gross_mean,rating_max,rating_min,rating_mean
3401,Molly Gordon,Theater Camp,4405603.0,4405603.0,4405603.0,70.0,70.0,70.0
3402,Alan Ormsby,Popcorn,4205000.0,4205000.0,4205000.0,59.0,59.0,59.0
3403,Don Hartman,Holiday Affair,,,,71.0,71.0,71.0
3404,Amy Holden Jones,The Slumber Party Massacre,,,,56.0,56.0,56.0
3405,Luis Buñuel,"Belle de Jour, The Discreet Charm of the Bourgeoisie",4162334.0,99903.0,2131118.5,78.0,77.0,77.5
3406,Josh Trank,"Fantastic Four, Chronicle, Capone",167882881.0,858281.0,98459086.33333333,70.0,43.0,53.333333333333336
3407,Philippe Martinez,"Black Noise, Father Christmas Is Back, Christmas in Paradise",5751.0,5751.0,5751.0,45.0,26.0,35.666666666666664
3408,Henry King,"Twelve O'Clock High, The Bravados",,,,77.0,70.0,73.5
3409,Im Sang-soo,The Housemaid,15038301.0,15038301.0,15038301.0,64.0,64.0,64.0
3410,Seth Kearsley,Eight Crazy Nights,23833131.0,23833131.0,23833131.0,53.0,53.0,53.0
3411,Lena Dunham,"Catherine Called Birdy, Sharp Stick",,,,66.0,49.0,57.5
3412,Anna Elizabeth James,Deadly Illusions,,,,37.0,37.0,37.0
3413,Ryan Spindell,The Mortuary Collection,107629.0,107629.0,107629.0,64.0,64.0,64.0
3414,Alethea Jones,Fun Mom Dinner,332886.0,332886.0,332886.0,53.0,53.0,53.0
3415,Luis Llosa,"The Specialist, Anaconda, Sniper",170362582.0,18994653.0,108747667.33333333,61.0,49.0,55.333333333333336
3416,Chris Butler,ParaNorman,107139399.0,107139399.0,107139399.0,70.0,70.0,70.0
3417,Bruce D. Clark,Galaxy of Terror,,,,50.0,50.0,50.0
3418,Béla Tarr,Satantango,,,,82.0,82.0,82.0
3419,Romain Gavras,Athena,,,,68.0,68.0,68.0
3420,Roxanne Benjamin,"There's Something Wrong with the Children, Southbound",35275.0,35275.0,35275.0,59.0,50.0,54.5
3421,Jonás Cuarón,Chupa,,,,55.0,55.0,55.0
3422,René Clément,Purple Noon,98915.0,98915.0,98915.0,77.0,77.0,77.0
3423,Scott Speer,"Status Update, Endless, Midnight Sun, Step Up Revolution",140470746.0,416178.0,42274671.25,66.0,49.0,59.25
3424,Abi Damaris Corbin,Breaking,2806359.0,2806359.0,2806359.0,62.0,62.0,62.0
3425,Yoshikazu Katô,"Climax Family Full of Mistresses, Gokuraku Sento Busty Hot Water Momi",,,,84.0,56.0,70.0
3426,Will Price,Strange Bargain,,,,67.0,67.0,67.0
3427,Pierre Godeau,Down by Love,53780.0,53780.0,53780.0,59.0,59.0,59.0
3428,Kyle Balda,"Minions, The Lorax, Minions: The Rise of Gru, Despicable Me 3",1159444662.0,349183316.0,870764079.75,65.0,62.0,63.75
3429,George Clooney,"Suburbicon, The Monuments Men, The Midnight Sky, The Ides of March, The Tender Bar, Confessions of a Dangerous Mind, Good Night, and Good Luck., The Boys in the Boat",156706638.0,70018.0,55589770.0,74.0,57.0,65.42857142857143
3430,Pitof,Catwoman,82402379.0,82402379.0,82402379.0,34.0,34.0,34.0
3431,Stan Dragoti,"Mr. Mom, She's Out of Control, Necessary Roughness",64783827.0,12065892.0,34368437.666666664,66.0,54.0,60.666666666666664
3432,Diego Hallivis,American Carnage,116699.0,116699.0,116699.0,49.0,49.0,49.0
3433,Bethany Ashton Wolf,Forever My Girl,16376066.0,16376066.0,16376066.0,66.0,66.0,66.0
3434,Stephanie Allynne,Am I OK?,,,,68.0,68.0,68.0
3435,Laura Lau,Silent House,16527747.0,16527747.0,16527747.0,52.0,52.0,52.0
3436,Charles-Olivier Michaud,Ru,,,,81.0,81.0,81.0
3437,Karen Maine,"Rosaline, Yes, God, Yes",305.0,305.0,305.0,65.0,61.0,63.0
3438,Jeff Tremaine,"The Dirt, Jackass Forever, Jackass: The Movie",80563999.0,79493831.0,80028915.0,70.0,66.0,68.0
3439,Norman J. Warren,Horrorplanet,,,,40.0,40.0,40.0
3440,Sidney Gilliat,Green for Danger,,,,74.0,74.0,74.0
3441,Andrew Haigh,"All of Us Strangers, Weekend",1192003.0,1192003.0,1192003.0,76.0,76.0,76.0
3442,Colson Baker,Good Mourning,21348.0,21348.0,21348.0,31.0,31.0,31.0
3443,Scott Schwartz,The Prince of Egypt: Live from the West End,305350.0,305350.0,305350.0,79.0,79.0,79.0
3444,Corey Pearson,Message Man,,,,59.0,59.0,59.0
3445,Daisy von Scherler Mayer,Party Girl,472370.0,472370.0,472370.0,65.0,65.0,65.0
3446,Jim Strouse,Love Again,12696584.0,12696584.0,12696584.0,59.0,59.0,59.0
3447,Paul Haggis,"The Next Three Days, Crash",98410061.0,67448651.0,82929356.0,77.0,73.0,75.0
3448,Vincent Ward,What Dreams May Come,55382927.0,55382927.0,55382927.0,70.0,70.0,70.0
3449,Michael Dowse,"8-Bit Christmas, Goon, Stuber, What If, Take Me Home Tonight",32390945.0,6985158.0,13863116.0,68.0,62.0,65.6
3450,Peter Mortimer,The Alpinist,1445831.0,1445831.0,1445831.0,79.0,79.0,79.0
3451,Robin Bain,Girls on Film,,,,74.0,74.0,74.0
3452,Hugh Hudson,Chariots of Fire,59303359.0,59303359.0,59303359.0,71.0,71.0,71.0
3453,Rod Lurie,"The Outpost, The Last Castle, Straw Dogs, The Senior",27642707.0,2327336.0,13712918.333333334,69.0,58.0,65.0
3454,Jim Drake,Police Academy 4: Citizens on Patrol,28061343.0,28061343.0,28061343.0,50.0,50.0,50.0
3455,Preston A. Whitmore II,This Christmas,49778552.0,49778552.0,49778552.0,63.0,63.0,63.0
3456,Masaki Kobayashi,Harakiri,15222.0,15222.0,15222.0,86.0,86.0,86.0
3457,Paul Andrew Williams,Bull,17716.0,17716.0,17716.0,65.0,65.0,65.0
3458,Rick Rosenthal,"Halloween II, Bad Boys, Halloween: Resurrection",37664855.0,9190819.0,24129830.666666668,72.0,39.0,58.666666666666664
3459,Blake Edwards,"10, Breakfast at Tiffany's, The Pink Panther, The Party, The Return of the Pink Panther, A Shot in the Dark, The Pink Panther Strikes Again, Operation Petticoat, Victor/Victoria, Experiment in Terror, The Great Race, Switch, Revenge of the Pink Panther",74865517.0,10631.0,26767129.0,76.0,58.0,70.3076923076923
3460,Michael Gottlieb,Mannequin,42721196.0,42721196.0,42721196.0,60.0,60.0,60.0
3461,Steve Purcell,Brave,538983207.0,538983207.0,538983207.0,71.0,71.0,71.0
3462,James Whale,"The Invisible Man, Frankenstein, The Bride of Frankenstein",27105.0,1626.0,13074.666666666666,78.0,76.0,77.33333333333333
3463,Josef von Sternberg,Macao,3530.0,3530.0,3530.0,66.0,66.0,66.0
3464,Vanessa Winter,Deadstream,1031519.0,1031519.0,1031519.0,64.0,64.0,64.0
3465,Ken Scott,"Unfinished Business, Delivery Man",53120346.0,14431253.0,33775799.5,63.0,54.0,58.5
3466,Robert J. Rosenthal,Zapped!,16897768.0,16897768.0,16897768.0,49.0,49.0,49.0
3467,Phil Nibbelink,"We're Back! A Dinosaur's Story, An American Tail: Fievel Goes West",40766041.0,9317021.0,25041531.0,65.0,60.0,62.5
3468,Rahul Dholakia,Raees,26385310.0,26385310.0,26385310.0,66.0,66.0,66.0
3469,Hy Averback,"I Love You, Alice B. Toklas!",,,,62.0,62.0,62.0
3470,Eric Gravel,Full Time,1878826.0,1878826.0,1878826.0,74.0,74.0,74.0
3471,Mel Stuart,Willy Wonka & the Chocolate Factory,622861.0,622861.0,622861.0,78.0,78.0,78.0
3472,Jeffrey Walker,The Portable Door,801082.0,801082.0,801082.0,61.0,61.0,61.0
3473,William Wyler,"Ben-Hur, Roman Holiday, The Best Years of Our Lives, Funny Girl, The Big Country, How to Steal a Million",74437720.0,13701.0,37584351.0,81.0,73.0,78.16666666666667
3474,Hannah Marks,After Everything,2222.0,2222.0,2222.0,64.0,64.0,64.0
3475,Isaac Florentine,Acts of Vengeance,320705.0,320705.0,320705.0,57.0,57.0,57.0
3476,Ramón Menéndez,Stand and Deliver,13994920.0,13994920.0,13994920.0,73.0,73.0,73.0
3477,Carmine Amoroso,Porn to Be Free,,,,61.0,61.0,61.0
3478,Michael Cimino,"Heaven's Gate, Thunderbolt and Lightfoot, The Deer Hunter, Year of the Dragon",49074379.0,3484523.0,23241592.0,81.0,67.0,71.5
3479,Roland Emmerich,"2012, The Patriot, Stargate, Moonfall, White House Down, Godzilla, Midway, Independence Day: Resurgence, Universal Soldier, 10,000 BC, Independence Day, The Day After Tomorrow, Anonymous",817400891.0,15395087.0,312567559.0769231,72.0,51.0,61.69230769230769
3480,Tim Fehlbaum,The Colony,328914.0,328914.0,328914.0,54.0,54.0,54.0
3481,Sam Boyd,Genie,83767.0,83767.0,83767.0,60.0,60.0,60.0
3482,Julian Gilbey,Rise of the Footsoldier,355345.0,355345.0,355345.0,68.0,68.0,68.0
3483,Tim Roth,The War Zone,254441.0,254441.0,254441.0,73.0,73.0,73.0
3484,Will Slocombe,The Escort,,,,60.0,60.0,60.0
3485,Aaron Nee,The Lost City,192907684.0,192907684.0,192907684.0,61.0,61.0,61.0
3486,Courtney Glaude,The Reading,,,,53.0,53.0,53.0
3487,George Waggner,The Wolf Man,420.0,420.0,420.0,72.0,72.0,72.0
3488,George Englund,The Ugly American,,,,66.0,66.0,66.0
3489,Peter Strickland,The Duke of Burgundy,185147.0,185147.0,185147.0,65.0,65.0,65.0
3490,Joel Gallen,Not Another Teen Movie,66468985.0,66468985.0,66468985.0,58.0,58.0,58.0
3491,Jason Orley,I Want You Back,,,,65.0,65.0,65.0
3492,Stephen Cognetti,"Hell House LLC, Hell House LLC II: The Abaddon Hotel, Hell House LLC III: Lake of Fire, Hell House LLC Origins: The Carmichael Manor",,,,64.0,51.0,57.5
3493,Alice Wu,The Half of It,,,,69.0,69.0,69.0
3494,Miles Jonn-Dalton,Crypt of Evil,,,,,,
3495,Yong-hwa Kim,Along With the Gods: The Two Worlds,109383972.0,109383972.0,109383972.0,72.0,72.0,72.0
3496,Rolf de Heer,Bad Boy Bubby,,,,73.0,73.0,73.0
3497,Wolfgang Petersen,"The NeverEnding Story, The Perfect Storm, Das Boot, Air Force One, Outbreak, Troy, In the Line of Fire, Poseidon, Enemy Mine",497409852.0,11487676.0,192654701.2222222,84.0,57.0,69.22222222222223
3498,Gideon Raff,The Red Sea Diving Resort,,,,66.0,66.0,66.0
3499,Galen T. Chu,Ice Age: Collision Course,408754975.0,408754975.0,408754975.0,57.0,57.0,57.0
3500,Max Rainer,Cyberbunker: The Criminal Underworld,,,,65.0,65.0,65.0
3501,Samuel Bayer,A Nightmare on Elm Street,115695339.0,115695339.0,115695339.0,52.0,52.0,52.0
3502,Gary Alazraki,Father of the Bride,,,,59.0,59.0,59.0
3503,Kevin Goetz,Martyrs,397072.0,397072.0,397072.0,40.0,40.0,40.0
3504,Matt Duffer,Hidden,,,,64.0,64.0,64.0
3505,Robin Bissell,The Best of Enemies,10209813.0,10209813.0,10209813.0,73.0,73.0,73.0
3506,Matt Williams,Where the Heart Is,40863718.0,40863718.0,40863718.0,67.0,67.0,67.0
3507,Evan Spiliotopoulos,The Unholy,30832137.0,30832137.0,30832137.0,51.0,51.0,51.0
3508,David Jacobson,Down in the Valley,855009.0,855009.0,855009.0,64.0,64.0,64.0
3509,Kyler Spears,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586.0,180513586.0,180513586.0,72.0,72.0,72.0
3510,Camille Griffin,Silent Night,438825.0,438825.0,438825.0,57.0,57.0,57.0
3511,Arthur Hiller,"Love Story, See No Evil, Hear No Evil, The In-Laws",106550690.0,46908987.0,76729838.5,73.0,68.0,70.0
3512,Andrew Patterson,"The Vast of Night, The Rivals of Amziah King",,,,67.0,67.0,67.0
3513,Gene Kelly,"Singin' in the Rain, Hello, Dolly!",2000288.0,400881.0,1200584.5,83.0,70.0,76.5
3514,Andrew Jarecki,All Good Things,1754389.0,1754389.0,1754389.0,63.0,63.0,63.0
3515,Angelica De Alba,Murdercise,,,,38.0,38.0,38.0
3516,Pierre Perifel,The Bad Guys,250162278.0,250162278.0,250162278.0,68.0,68.0,68.0
3517,Todd Wilderman,Abominable,190304772.0,190304772.0,190304772.0,70.0,70.0,70.0
3518,Charles Haid,Iron Will,21006361.0,21006361.0,21006361.0,66.0,66.0,66.0
3519,J.B. Rogers,"American Pie 2, The Pool Boys",287553595.0,2269.0,143777932.0,64.0,46.0,55.0
3520,Benny Safdie,"Uncut Gems, Good Time, Heaven Knows What, Untitled Adam Sandler/Safdie Brothers Project",50023780.0,84417.0,17797188.666666668,74.0,68.0,71.66666666666667
3521,Ivo van Hove,A Little Life,1842399.0,1842399.0,1842399.0,85.0,85.0,85.0
3522,Jeremy Saulnier,"Green Room, Hold the Dark, Blue Ruin",3767402.0,993313.0,2380357.5,71.0,56.0,65.66666666666667
3523,Ayataka Tanemura,Black Clover: Sword of the Wizard King,,,,74.0,74.0,74.0
3524,Nelson Dilipkumar,Jailer,4817871.0,4817871.0,4817871.0,71.0,71.0,71.0
3525,Imri Matalon,Broken Mirrors,,,,67.0,67.0,67.0
3526,Craig Gillespie,"Dumb Money, I, Tonya, Lars and the Real Girl, The Finest Hours, Fright Night, Cruella",233503234.0,11293663.0,68675137.5,75.0,64.0,70.16666666666667
3527,Diane Paulus,Waitress: The Musical,,,,71.0,71.0,71.0
3528,Viljar Bøe,Good Boy,50877.0,50877.0,50877.0,60.0,60.0,60.0
3529,Ice Cube,The Players Club,23261485.0,23261485.0,23261485.0,58.0,58.0,58.0
3530,Charlotte Wells,Aftersun,8353813.0,8353813.0,8353813.0,77.0,77.0,77.0
3531,Mario Miscione,Circle,,,,60.0,60.0,60.0
3532,John D. Lamond,Felicity,,,,52.0,52.0,52.0
3533,Matthew Warchus,"Roald Dahl's Matilda the Musical, Pride",34706541.0,19014619.0,26860580.0,78.0,70.0,74.0
3534,Eliza Hittman,Beach Rats,486623.0,486623.0,486623.0,64.0,64.0,64.0
3535,David Alaux,Epic Tails,14487734.0,14487734.0,14487734.0,59.0,59.0,59.0
3536,Josh Cooley,"Toy Story 4, Transformers One",1073841394.0,1073841394.0,1073841394.0,77.0,77.0,77.0
3537,Bo Welch,The Cat in the Hat,133960541.0,133960541.0,133960541.0,41.0,41.0,41.0
3538,Zach Cregger,Barbarian,45352337.0,45352337.0,45352337.0,70.0,70.0,70.0
3539,Mike McCoy,Act of Valor,82499399.0,82499399.0,82499399.0,64.0,64.0,64.0
3540,Bryan Forbes,The Stepford Wives,,,,69.0,69.0,69.0
3541,Joosje Duk,Happy Ending,,,,54.0,54.0,54.0
3542,Hiroyuki Morita,The Cat Returns,54505662.0,54505662.0,54505662.0,71.0,71.0,71.0
3543,Judy Morris,Happy Feet,384336108.0,384336108.0,384336108.0,64.0,64.0,64.0
3544,Nida Manzoor,Polite Society,2593937.0,2593937.0,2593937.0,67.0,67.0,67.0
3545,Neil LaBute,"Fear the Night, Out of the Blue, The Wicker Man, Death at a Funeral, Possession, House of Darkness",49050886.0,8074.0,20542009.8,63.0,38.0,49.5
3546,John Landis,"The Blues Brothers, An American Werewolf in London, Coming to America, Three Amigos!, Beverly Hills Cop III, Twilight Zone: The Movie, Spies Like Us, The Kentucky Fried Movie, Trading Places, National Lampoon's Animal House, Oscar, Blues Brothers 2000",288752301.0,14051384.0,86583268.18181819,79.0,49.0,66.66666666666667
3547,Don Taylor,"The Final Countdown, Escape from the Planet of the Apes, Damien: Omen II",26518355.0,12348905.0,18505020.0,66.0,62.0,63.666666666666664
3548,Miranda July,Kajillionaire,1285775.0,1285775.0,1285775.0,64.0,64.0,64.0
3549,Helmut Dietl,Rossini,,,,64.0,64.0,64.0
3550,David Zucker,"Airplane!, The Naked Gun: From the Files of Police Squad!, Scary Movie 3, Scary Movie V, Top Secret!, Scary Movie 4, The Naked Gun 2½: The Smell of Fear, BASEketball, Ruthless People",220673217.0,7027290.0,91729553.55555555,77.0,35.0,63.22222222222222
3551,Gregory Nava,Selena,35764351.0,35764351.0,35764351.0,68.0,68.0,68.0
3552,Anthony C. Ferrante,"Dante's Hotel, Zombie Tidal Wave",,,,51.0,37.0,44.0
3553,Christin Baker,Christmas at the Ranch,,,,55.0,55.0,55.0
3554,Mike Gan,Burn,25373.0,25373.0,25373.0,57.0,57.0,57.0
3555,Michelangelo Antonioni,"Blow-Up, The Passenger, L'Avventura, La Notte",768744.0,2606.0,212504.25,80.0,75.0,76.75
3556,Matthew Goodhue,Slotherhouse,122542.0,122542.0,122542.0,48.0,48.0,48.0
3557,Gail Lerner,Cheaper by the Dozen,,,,46.0,46.0,46.0
3558,Richard A. Colla,Battlestar Galactica,,,,67.0,67.0,67.0
3559,Graham Moore,The Outfit,4032313.0,4032313.0,4032313.0,72.0,72.0,72.0
3560,Stephen Sommers,"Van Helsing, The Mummy Returns, G.I. Joe: The Rise of Cobra, The Jungle Book, Deep Rising, Odd Thomas, The Mummy",443280904.0,1149267.0,218083237.14285713,71.0,57.0,63.142857142857146
3561,Tom Vaughan,"So Undercover, What Happens in Vegas, Some Kind of Beautiful",219375562.0,2446097.0,74794648.0,61.0,50.0,56.0
3562,Floyd Mutrux,The Hollywood Knights,10000000.0,10000000.0,10000000.0,62.0,62.0,62.0
3563,Alice Englert,Bad Behaviour,83747.0,83747.0,83747.0,49.0,49.0,49.0
3564,Hong-Seung Yoon,Knuckle Girl,,,,51.0,51.0,51.0
3565,Allan Dwan,Man to Man,,,,60.0,60.0,60.0
3566,Steve Martino,"Horton Hears a Who!, Ice Age: Continental Drift, The Peanuts Movie",877244782.0,246233113.0,474016898.0,70.0,65.0,67.66666666666667
3567,Mark Sandrich,Holiday Inn,,,,73.0,73.0,73.0
3568,Ken Cunningham,Lego Marvel Avengers: Code Red,,,,53.0,53.0,53.0
3569,Billy Luther,Frybread Face and Me,,,,73.0,73.0,73.0
3570,Jonathan Helpert,IO,,,,48.0,48.0,48.0
3571,Alfonso Cuarón,"Children of Men, And Your Mother Too, Gravity, Great Expectations, Harry Potter and the Prisoner of Azkaban, Roma, A Little Princess",807047946.0,1140769.0,250134567.0,79.0,68.0,76.14285714285714
3572,Gaspar Noé,"Enter the Void, Love, Climax, I Stand Alone, Irreversible, Vortex, Lux Æterna",6490733.0,6955.0,1501929.142857143,74.0,61.0,69.28571428571429
3573,Ramin Bahrani,"Fahrenheit 451, 99 Homes, The White Tiger",1828232.0,1828232.0,1828232.0,71.0,50.0,64.0
3574,Danny A. Abeckaser,"Inside Man, The Engineer",385.0,385.0,385.0,55.0,38.0,46.5
3575,Robert Longo,Johnny Mnemonic,19075720.0,19075720.0,19075720.0,56.0,56.0,56.0
3576,Nick Powell,Primal,228679.0,228679.0,228679.0,49.0,49.0,49.0
3577,Tyler Cornack,Butt Boy,,,,56.0,56.0,56.0
3578,Alison Locke,The Apology,,,,51.0,51.0,51.0
3579,Chiwetel Ejiofor,The Boy Who Harnessed the Wind,,,,76.0,76.0,76.0
3580,Tom Kalin,Savage Grace,1432799.0,1432799.0,1432799.0,57.0,57.0,57.0
3581,Luke Cormican,Diary of a Wimpy Kid Christmas: Cabin Fever,,,,,,
3582,Sergio Martino,Slave of the Cannibal God,,,,52.0,52.0,52.0
3583,Ruben Fleischer,"Zombieland, Zombieland: Double Tap, Uncharted, Now You See Me 3, Gangster Squad, 30 Minutes or Less, Venom",856085151.0,40662632.0,272382070.5,76.0,61.0,66.66666666666667
3584,Gabe Polsky,Butcher's Crossing,15648.0,15648.0,15648.0,57.0,57.0,57.0
3585,Randy Zisk,Mr. Monk's Last Case: A Monk Movie,,,,,,
3586,Dennis Dugan,"Grown Ups 2, Happy Gilmore, Big Daddy, I Now Pronounce You Chuck & Larry, You Don't Mess with the Zohan, Jack and Jill, Saving Silverman, Problem Child, The Benchwarmers, National Security, Grown Ups, Just Go with It, Beverly Hills Ninja",271457301.0,26086706.0,138108774.0,70.0,33.0,56.76923076923077
3587,Peter Medak,"The Changeling, Species II",19221939.0,19221939.0,19221939.0,72.0,45.0,58.5
3588,Hiromasa Yonebayashi,"The Secret World of Arrietty, When Marnie Was There",149480483.0,35012681.0,92246582.0,76.0,76.0,76.0
3589,Matthew Robbins,"The Legend of Billie Jean, Dragonslayer, *batteries not included, Corvette Summer",65088797.0,3099497.0,24453168.5,66.0,57.0,63.75
3590,Geoff Murphy,"Young Guns II, Under Siege 2: Dark Territory, The Quiet Earth",104324083.0,2123135.0,50196876.0,67.0,55.0,62.333333333333336
3591,Richard Bates Jr.,Excision,2757.0,2757.0,2757.0,61.0,61.0,61.0
3592,Tommy Lee Wallace,"Halloween III: Season of the Witch, Fright Night Part 2",14400000.0,2983784.0,8691892.0,59.0,51.0,55.0
3593,Jeremy Leven,Don Juan DeMarco,68792531.0,68792531.0,68792531.0,67.0,67.0,67.0
3594,Kevin Hooks,Passenger 57,44065653.0,44065653.0,44065653.0,59.0,59.0,59.0
3595,Karyn Kusama,"Jennifer's Body, Æon Flux, The Invitation, Destroyer",53321673.0,354835.0,22703377.25,66.0,54.0,59.25
3596,Sally El Hosaini,The Swimmers,,,,74.0,74.0,74.0
3597,Les Clark,Sleeping Beauty,51600000.0,51600000.0,51600000.0,72.0,72.0,72.0
3598,Adele Lim,Joy Ride,15787674.0,15787674.0,15787674.0,64.0,64.0,64.0
3599,David Nutter,Disturbing Behavior,17514980.0,17514980.0,17514980.0,56.0,56.0,56.0
3600,Tina Hirsch,Munchies,,,,39.0,39.0,39.0
3601,Roger Vadim,"Barbarella, Pretty Maids All in a Row, ...And God Created Woman",,,,63.0,58.0,60.666666666666664
3602,Christian E. Christiansen,The Roommate,40492652.0,40492652.0,40492652.0,48.0,48.0,48.0
3603,Michael Ritchie,"The Bad News Bears, Fletch",59612888.0,32211330.0,45912109.0,73.0,69.0,71.0
3604,Eugene Levy,Once Upon a Crime...,8669847.0,8669847.0,8669847.0,58.0,58.0,58.0
3605,Patricia Arquette,Gonzo Girl,,,,68.0,68.0,68.0
3606,Malgorzata Szumowska,"Elles, Infinite Storm",3822241.0,1707067.0,2764654.0,56.0,52.0,54.0
3607,Thom Harp,The Donor Party,,,,46.0,46.0,46.0
3608,John Maclean,Slow West,1295574.0,1295574.0,1295574.0,69.0,69.0,69.0
3609,Gina Gammell,War Pony,252064.0,252064.0,252064.0,69.0,69.0,69.0
3610,William Cottrell,Snow White and the Seven Dwarfs,184960471.0,184960471.0,184960471.0,76.0,76.0,76.0
3611,Lila Avilés,Totem,61523.0,61523.0,61523.0,71.0,71.0,71.0
3612,Jason Woliner,Borat Subsequent Moviefilm,,,,66.0,66.0,66.0
3613,Alex Scharfman,Death of a Unicorn,,,,,,
3614,David Wain,"Role Models, Wanderlust, Wet Hot American Summer, A Futile and Stupid Gesture, They Came Together",92649419.0,295206.0,38919147.0,68.0,56.0,62.4
3615,Farhad Safinia,The Professor and the Madman,5098627.0,5098627.0,5098627.0,72.0,72.0,72.0
3616,Isaac Halasima,The Last Descent,,,,56.0,56.0,56.0
3617,Frank Darabont,"The Shawshank Redemption, The Mist, The Green Mile, The Majestic",286801374.0,28884716.0,102618495.75,93.0,69.0,79.75
3618,Neil Jordan,"Interview with the Vampire: The Vampire Chronicles, Marlowe, The Crying Game, Greta, Michael Collins, High Spirits, The Brave One, Byzantium, Breakfast on Pluto, The Company of Wolves, We're No Angels",223664608.0,828284.0,38214483.18181818,75.0,53.0,65.36363636363636
3619,Randall Miller,"Bottle Shock, CBGB",4629770.0,40400.0,2335085.0,68.0,66.0,67.0
3620,Sandro Klopfstein,Mad Heidi,,,,55.0,55.0,55.0
3621,François Truffaut,"The 400 Blows, Fahrenheit 451",170561.0,509.0,85535.0,81.0,72.0,76.5
3622,Oren Uziel,Shimmer Lake,,,,63.0,63.0,63.0
3623,D.J. Caruso,"Redeeming Love, I Am Number Four, Disturbia, xXx: Return of Xander Cage, Eagle Eye, Taking Lives, Shut In",346118277.0,714373.0,124075345.28571428,68.0,52.0,62.0
3624,Erika Wasserman,The Year I Started Masturbating,,,,52.0,52.0,52.0
3625,Stephen Gaghan,"Dolittle, Gold, Syriana",251410631.0,14880939.0,120088730.0,69.0,56.0,64.0
3626,Christopher Guest,"Best in Show, Almost Heroes, For Your Consideration, Waiting for Guffman, A Mighty Wind",20789556.0,2923982.0,10905255.4,74.0,57.0,68.0
3627,Cody Cameron,Cloudy with a Chance of Meatballs 2,274325949.0,274325949.0,274325949.0,63.0,63.0,63.0
3628,Aviad Givon,Broken Mirrors,,,,67.0,67.0,67.0
3629,Donnie Yen,Sakra,728930.0,728930.0,728930.0,57.0,57.0,57.0
3630,Brian Herzlinger,The Holiday Fix Up,,,,65.0,65.0,65.0
3631,Tom Holland,"Child's Play, Fright Night, Thinner",44196684.0,15315484.0,28144801.666666668,71.0,58.0,65.33333333333333
3632,Sreedhar Swaraghav,Her: Chapter 1,,,,72.0,72.0,72.0
3633,Nontawat Numbenchapol,Doi Boy,,,,57.0,57.0,57.0
3634,Buster Keaton,The General,,,,81.0,81.0,81.0
3635,Phil Joanou,"Gridiron Gang, State of Grace, Three O'Clock High",41480851.0,1911542.0,15692751.666666666,72.0,71.0,71.33333333333333
3636,Andy Sidaris,"Hard Ticket to Hawaii, Malibu Express, L.E.T.H.A.L. Ladies: Return to Savage Beach, Day of the Warrior",,,,50.0,38.0,43.5
3637,Jean-Claude Brisseau,"Secret Things, À l'aventure",234255.0,81335.0,157795.0,60.0,54.0,57.0
3638,Edward Dmytryk,The Caine Mutiny,21750000.0,21750000.0,21750000.0,77.0,77.0,77.0
3639,Robert Clouse,"Enter the Dragon, Game of Death",114252.0,114252.0,114252.0,76.0,59.0,67.5
3640,Roar Uthaug,"Tomb Raider, Troll, The Wave",274950803.0,12975143.0,143962973.0,66.0,58.0,62.333333333333336
3641,Charles Ferguson,Inside Job,7871522.0,7871522.0,7871522.0,82.0,82.0,82.0
3642,Mark Rosman,A Cinderella Story,70067909.0,70067909.0,70067909.0,59.0,59.0,59.0
3643,Bruce Schooley,Police State,,,,58.0,58.0,58.0
3644,Danny Wolf,Skin: A History of Nudity in the Movies,,,,67.0,67.0,67.0
3645,Ellory Elkayem,Eight Legged Freaks,45867333.0,45867333.0,45867333.0,55.0,55.0,55.0
3646,Brannon Braga,Books of Blood,,,,56.0,56.0,56.0
3647,Umberto Lenzi,"Eaten Alive!, Cannibal Ferox, Paranoia",,,,60.0,51.0,54.0
3648,Chloe Domont,Fair Play,,,,64.0,64.0,64.0
3649,Will Gluck,"Anyone But You, Friends with Benefits, Easy A, Annie, Peter Rabbit, Fired Up!, Peter Rabbit 2: The Runaway",351496066.0,18599102.0,147569827.16666666,70.0,53.0,62.833333333333336
3650,Steven C. Miller,"Margaux, Silent Night, Escape Plan 2: Hades",17592626.0,130781.0,8861703.5,52.0,39.0,45.333333333333336
3651,Billy Bob Thornton,"Sling Blade, All the Pretty Horses",24444121.0,18133495.0,21288808.0,80.0,58.0,69.0
3652,Farhan Akhtar,"Don, Don 2",19640129.0,6913518.0,13276823.5,71.0,71.0,71.0
3653,Alan Mak,"Infernal Affairs, Initial D",10793051.0,8836958.0,9815004.5,80.0,63.0,71.5
3654,Parker Finn,"Smile, Smile 2",217408513.0,217408513.0,217408513.0,65.0,65.0,65.0
3655,David Lynch,"Blue Velvet, Lost Highway, Eraserhead, The Elephant Man, Wild at Heart, Twin Peaks: Fire Walk with Me, The Straight Story, Inland Empire, Mulholland Drive, Dune, Twin Peaks: The Missing Pieces",30979816.0,23557.0,11921923.6,82.0,63.0,74.45454545454545
3656,John Glen,"For Your Eyes Only, Licence to Kill, A View to a Kill, The Living Daylights, Octopussy, The Lazarus Project",156167015.0,9162.0,63414797.166666664,67.0,60.0,64.66666666666667
